Timestamp,Fractional Year,CO2 (ppm),Standard Deviation (ppm)
2021-10-14T15:21:46Z,2021.785315385591,413.83,0.041
2021-10-16T15:21:42Z,2021.7907947108067,414.44,0.041
2021-10-16T15:21:42Z,2021.7907947108067,414.45,0.041
2021-10-18T15:21:45Z,2021.796274257991,414.13,0.041
2021-10-18T15:21:45Z,2021.796274257991,414.11,0.041
2021-10-21T15:21:56Z,2021.8044937848808,412.73,0.041
2021-10-21T15:21:56Z,2021.8044937848808,412.74,0.041
2021-10-23T15:21:50Z,2021.8099730466768,414.26,0.041
2021-10-23T15:21:50Z,2021.8099730466768,414.24,0.041
2021-10-25T15:21:48Z,2021.815452435312,414.14,0.041
2021-10-25T15:21:48Z,2021.815452435312,414.2,0.041
2021-10-27T15:21:47Z,2021.820931855657,413.86,0.041
2021-10-27T15:21:47Z,2021.820931855657,413.87,0.041
2021-10-29T15:22:00Z,2021.8264117199392,413.71,0.041
2021-10-29T15:22:00Z,2021.8264117199392,413.69,0.041
2021-10-31T15:22:05Z,2021.831891330543,414.32,0.041
2021-10-31T15:22:05Z,2021.831891330543,414.31,0.041
2021-11-04T15:22:03Z,2021.8428501712328,414.2,0.041
2021-11-04T15:22:03Z,2021.8428501712328,414.14,0.041
2021-11-06T15:21:45Z,2021.8483290525116,414.31,0.041
2021-11-06T15:21:45Z,2021.8483290525116,414.33,0.041
2021-11-09T15:21:57Z,2021.856548611111,415.39,0.041
2021-11-09T15:21:57Z,2021.856548611111,415.39,0.041
2021-11-11T15:21:46Z,2021.8620277143584,415.19,0.041
2021-11-11T15:21:46Z,2021.8620277143584,415.19,0.041
2021-11-13T15:21:51Z,2021.867507324962,414.5,0.041
2021-11-13T15:21:51Z,2021.867507324962,414.52,0.041
2021-11-15T15:21:47Z,2021.8729866501776,414.42,0.041
2021-11-15T15:21:47Z,2021.8729866501776,414.39,0.041
2021-11-17T15:22:09Z,2021.878466799848,414.95,0.041
2021-11-21T15:22:04Z,2021.8894255454084,415.26,0.041
2021-11-21T15:22:04Z,2021.8894255454084,415.27,0.041
2021-11-23T15:22:23Z,2021.8949055999487,415.2,0.041
2021-11-25T15:22:03Z,2021.9003844178085,415.99,0.041
2021-12-02T15:21:41Z,2021.9195618023848,416.2,0.041
2021-12-02T15:21:41Z,2021.9195618023848,416.19,0.041
2021-12-04T15:21:59Z,2021.925041825216,416.53,0.041
2021-12-04T15:21:59Z,2021.925041825216,416.44,0.041
2021-12-09T15:22:03Z,2021.938740582192,416.1,0.041
2021-12-09T15:22:03Z,2021.938740582192,416.2,0.041
2021-12-11T15:22:02Z,2021.944220002537,415.38,0.041
2021-12-11T15:22:02Z,2021.944220002537,415.31,0.041
2021-12-13T15:21:52Z,2021.9496991374936,415.84,0.041
2021-12-13T15:21:52Z,2021.9496991374936,415.82,0.041
2021-12-15T15:21:45Z,2021.95517836758,416.9,0.041
2021-12-15T15:21:45Z,2021.95517836758,416.74,0.041
2022-02-11T15:21:04Z,2022.1140811770676,417.54,0.041
2022-02-11T15:21:04Z,2022.1140811770676,417.43,0.041
2022-02-13T15:21:10Z,2022.119560819381,419.86,0.041
2022-02-13T15:21:10Z,2022.119560819381,419.74,0.041
2022-02-15T15:21:51Z,2022.1250415715372,420.27,0.041
2022-02-15T15:21:51Z,2022.1250415715372,419.8,0.041
2022-02-17T15:21:29Z,2022.1305203259767,419.01,0.041
2022-02-17T15:21:29Z,2022.1305203259767,418.95,0.041
2022-02-19T15:21:21Z,2022.135999524353,418.96,0.041
2022-02-19T15:21:21Z,2022.135999524353,418.84,0.041
2022-02-21T15:21:23Z,2022.141479039828,418.49,0.041
2022-02-21T15:21:23Z,2022.141479039828,418.43,0.041
2022-02-24T15:21:08Z,2022.1496977422628,420.57,0.041
2022-02-24T15:21:08Z,2022.1496977422628,420.59,0.041
2022-02-26T15:20:52Z,2022.1551766869609,419.85,0.041
2022-02-26T15:20:52Z,2022.1551766869609,419.65,0.041
2022-02-28T15:20:56Z,2022.1606562658549,419.4,0.041
2022-02-28T15:20:56Z,2022.1606562658549,419.08,0.041
2022-03-02T15:21:01Z,2022.1661358764584,418.69,0.041
2022-03-02T15:21:01Z,2022.1661358764584,418.62,0.041
2022-03-04T15:21:34Z,2022.1716163749363,418.72,0.041
2022-03-04T15:21:34Z,2022.1716163749363,418.6,0.041
2022-03-06T15:21:17Z,2022.1770952879249,417.79,0.041
2022-03-06T15:21:17Z,2022.1770952879249,417.67,0.041
